FJ151394	FJ151394_USA_NY_1999-08-01_NY99
W228	W228_USA_CA_2015-07-22_WN02
MF175860	MF175860_USA_TX_2015-07-22_WN02
MF175848	MF175848_USA_TX_2015-07-27_WN02
W557	W557_USA_CA_2015-07-28_SW03
W081	W081_USA_CA_2015-07-28_WN02
W478	W478_USA_CA_2015-07-28_WN02
W707	W707_USA_CA_2015-07-28_WN02
MF175847	MF175847_USA_TX_2015-07-28_WN02
W708	W708_USA_CA_2015-07-31_WN02
W558	W558_USA_CA_2015-08-03_WN02
W559	W559_USA_CA_2015-08-04_SW03
MG004532	MG004532_USA_AZ_2015-08-05_WN02
KX547450	KX547450_USA_NY_2015-08-05_WN02
W709	W709_USA_CA_2015-08-06_WN02
W765	W765_USA_CA_2015-08-06_WN02
KX547206	KX547206_USA_NY_2015-08-07_WN02
MF175856	MF175856_USA_TX_2015-08-10_WN02
MF175834	MF175834_USA_TX_2015-08-11_WN02
MF175857	MF175857_USA_TX_2015-08-11_WN02
MF175870	MF175870_USA_TX_2015-08-12_WN02
KX547235	KX547235_USA_NY_2015-08-13_WN02
W082	W082_USA_CA_2015-08-14_SW03
W560	W560_USA_CA_2015-08-17_SW03
W561	W561_USA_CA_2015-08-19_WN02
MF175861	MF175861_USA_TX_2015-08-19_WN02
MF175874	MF175874_USA_TX_2015-08-19_WN02
W710	W710_USA_CA_2015-08-20_WN02
W015	W015_USA_CA_2015-08-21_SW03
W085	W085_USA_CA_2015-08-21_SW03
W562	W562_USA_CA_2015-08-24_SW03
W563	W563_USA_CA_2015-08-25_SW03
W086	W086_USA_CA_2015-08-28_SW03
W087	W087_USA_CA_2015-08-28_WN02
W088	W088_USA_CA_2015-08-28_WN02
W481	W481_USA_CA_2015-08-28_WN02
W102	W102_USA_CA_2015-08-31_WN02
W103	W103_USA_CA_2015-08-31_WN02
W564	W564_USA_CA_2015-09-01_SW03
MF175851	MF175851_USA_TX_2015-09-01_WN02
MF175875	MF175875_USA_TX_2015-09-01_WN02
KX547169	KX547169_USA_NY_2015-09-02_WN02
W565	W565_USA_CA_2015-09-03_SW03
KX547286	KX547286_USA_NY_2015-09-03_WN02
W566	W566_USA_CA_2015-09-08_SW03
MF175873	MF175873_USA_TX_2015-09-08_WN02
W711	W711_USA_CA_2015-09-09_WN02
W567	W567_USA_CA_2015-09-10_SW03
W568	W568_USA_CA_2015-09-10_SW03
MF175865	MF175865_USA_TX_2015-09-16_WN02
W569	W569_USA_CA_2015-09-22_SW03
W570	W570_USA_CA_2015-09-22_SW03
W571	W571_USA_CA_2015-09-22_SW03
MF175858	MF175858_USA_TX_2015-09-22_SW03
MF175831	MF175831_USA_TX_2015-09-22_WN02
W767	W767_USA_CA_2015-09-24_WN02
W572	W572_USA_CA_2015-09-28_SW03
W089	W089_USA_CA_2015-09-29_WN02
W573	W573_USA_CA_2015-10-01_SW03
W009	W009_USA_CA_2015-10-02_SW03
W090	W090_USA_CA_2015-10-02_SW03
W104	W104_USA_CA_2015-10-02_SW03
W574	W574_USA_CA_2015-10-02_SW03
W105	W105_USA_CA_2015-10-02_WN02
W768	W768_USA_CA_2015-10-04_WN02
W575	W575_USA_CA_2015-10-06_SW03
W576	W576_USA_CA_2015-10-07_SW03
MG004538	MG004538_USA_AZ_2015-10-07_WN02
W577	W577_USA_CA_2015-10-10_SW03
MF175841	MF175841_USA_TX_2015-10-13_WN02
W578	W578_USA_CA_2015-10-16_WN02
MF175854	MF175854_USA_TX_2015-10-20_WN02
MF175852	MF175852_USA_TX_2015-10-21_WN02
W579	W579_USA_CA_2015-11-02_WN02
W107	W107_USA_CA_2015-11-10_SW03
W108	W108_USA_CA_2015-11-10_SW03
W109	W109_USA_CA_2015-11-10_SW03
MF175877	MF175877_USA_TX_2015-11-11_WN02
W092	W092_USA_CA_2015-11-13_WN02
W580	W580_USA_CA_2015-11-16_WN02
W581	W581_USA_CA_2015-11-17_SW03
W111	W111_USA_CA_2016-02-03_SW03
W112	W112_USA_CA_2016-02-18_SW03
W584	W584_USA_CA_2016-02-27_SW03
W585	W585_USA_CA_2016-02-28_SW03
W586	W586_USA_CA_2016-03-16_WN02
MG004531	MG004531_USA_AZ_2016-05-11_WN02
W769	W769_USA_CA_2016-05-19_WN02
W712	W712_USA_CA_2016-06-14_WN02
W770	W770_USA_CA_2016-06-15_WN02
W771	W771_USA_CA_2016-06-20_WN02
W772	W772_USA_CA_2016-06-22_WN02
MG004534	MG004534_USA_AZ_2016-06-28_WN02
W713	W713_USA_CA_2016-06-28_WN02
W233	W233_USA_CA_2016-06-29_WN02
W013	W013_USA_CA_2016-06-30_WN02
W773	W773_USA_CA_2016-06-30_WN02
W235	W235_USA_CA_2016-07-01_WN02
W234	W234_USA_CA_2016-07-05_WN02
W239	W239_USA_CA_2016-07-07_WN02
W240	W240_USA_CA_2016-07-07_WN02
W774	W774_USA_CA_2016-07-10_WN02
W714	W714_USA_CA_2016-07-12_WN02
W485	W485_USA_CA_2016-07-26_WN02
W715	W715_USA_CA_2016-07-26_WN02
W486	W486_USA_CA_2016-07-28_WN02
W775	W775_USA_CA_2016-07-28_WN02
W716	W716_USA_CA_2016-07-29_WN02
W717	W717_USA_CA_2016-08-05_WN02
W718	W718_USA_CA_2016-08-09_WN02
W093	W093_USA_CA_2016-08-11_WN02
W010	W010_USA_CA_2016-08-15_SW03
MG004536	MG004536_USA_AZ_2016-08-25_WN02
MG004530	MG004530_USA_AZ_2016-10-20_WN02
MG004541	MG004541_USA_AZ_2017-04-26_WN02
W776	W776_USA_CA_2017-05-23_WN02
W777	W777_USA_CA_2017-06-07_WN02
W590	W590_USA_CA_2017-06-09_WN02
W247	W247_USA_CA_2017-06-28_WN02
W493	W493_USA_CA_2017-06-28_WN02
W494	W494_USA_CA_2017-06-28_WN02
W246	W246_USA_CA_2017-06-29_WN02
W778	W778_USA_CA_2017-06-29_WN02
W165	W165_USA_CA_2017-06-30_WN02
W245	W245_USA_CA_2017-06-30_WN02
W166	W166_USA_CA_2017-07-03_WN02
W244	W244_USA_CA_2017-07-04_WN02
W342	W342_USA_CA_2017-07-04_WN02
W779	W779_USA_CA_2017-07-05_WN02
W241	W241_USA_CA_2017-07-06_WN02
W242	W242_USA_CA_2017-07-06_WN02
W243	W243_USA_CA_2017-07-06_WN02
W591	W591_USA_CA_2017-07-06_WN02
W167	W167_USA_CA_2017-07-11_WN02
W720	W720_USA_CA_2017-08-01_WN02
W171	W171_USA_CA_2017-08-03_WN02
W250	W250_USA_CA_2017-08-03_WN02
W721	W721_USA_CA_2017-08-03_WN02
W780	W780_USA_CA_2017-08-03_WN02
W592	W592_USA_CA_2017-08-04_WN02
W722	W722_USA_CA_2017-08-08_WN02
W593	W593_USA_CA_2017-08-15_WN02
W723	W723_USA_CA_2017-08-22_WN02
W594	W594_USA_CA_2017-08-24_WN02
W098	W098_USA_CA_2017-08-28_WN02
W172	W172_USA_CA_2017-08-30_WN02
W174	W174_USA_CA_2017-08-31_WN02
W724	W724_USA_CA_2017-09-06_WN02
W781	W781_USA_CA_2017-09-08_WN02
W725	W725_USA_CA_2017-09-12_WN02
W726	W726_USA_CA_2017-09-12_WN02
W782	W782_USA_CA_2017-09-17_WN02
W095	W095_USA_CA_2017-10-05_WN02
W100	W100_USA_CA_2017-10-05_WN02
W097	W097_USA_CA_2017-10-19_WN02
W824	W824_USA_WA_2018-08-02_SW03
W825	W825_USA_WA_2018-08-08_SW03
W826	W826_USA_WA_2018-08-14_SW03
W827	W827_USA_WA_2018-08-14_SW03
W828	W828_USA_WA_2018-08-14_SW03
W829	W829_USA_WA_2018-08-14_SW03
W830	W830_USA_WA_2018-08-25_SW03
KJ501448	KJ501448_USA_OH_2001--_WN02
HM488252	HM488252_USA_NY_2005--_WN02
HM152773	HM152773_Israel_Israel_2000-01-01_pre-NY
AF481864	AF481864_Israel_Israel_1998-08-28_pre-NY
GQ379160	GQ379160_Argentina_Buenos Aires_2006-02-28_NA
GQ379161	GQ379161_Argentina_Entre Ríos_2006-03-_NA
MH643887	MH643887_Brazil_Espírito Santo_2018-04-25_NA
KF367469	KF367469_British Virgin Islands_NA_2013-03-30_NA
JN716371	JN716371_Colombia_Antioquioa_2008-07-_NA
JN716372	JN716372_Colombia_NA_2008-07-_NA
KU978766	KU978766_Colombia_Antioquioa_2008-07-_NA
AY262283	AY262283_Kenya_NA_1998--_NA
AF260969	AF260969_Romania_NA_1996--_NA
AF260968	AF260968_Egypt_NA_1951--_NA
